═══════════════════════════════════════════════════
PRIX HT STANDARDS — BOUTIQUE HET
═══════════════════════════════════════════════════

Ce document contient les prix HT (€) par taux de TVA pour TOUS les produits standards.

⚠️ UTILISATION : copier directement le HT correspondant au taux TVA du client.
   NE JAMAIS recalculer un HT depuis le TTC catalogue (risque de double TVA).
   IMPORTANT : pour identifier le bon produit, croiser COULEUR + TAILLE + FINITION.
   Si la combinaison demandée n'apparaît PAS dans cette table → produit sur-mesure obligatoire.

Taux de TVA par pays client :
  0%=LIC/export | 17%=LU | 18%=MT | 19%=DE,RO,CY | 20%=FR,AT,BG | 21%=ES,NL,BE,CZ,LT,LV
  22%=IT,SI,EE | 23%=PT,PL,IE,SK | 24%=GR | 25%=SE,DK,HR | 25,5%=FI | 27%=HU


═══ ACCESSOIRES DIVERS ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
Gris                                | 4x6        | 3760388677108  |  236.99 | 236.99 | 202.56 | 200.84 | 199.15 | 197.49 | 195.86 | 194.25 | 192.67 | 191.12 | 189.59 | 188.84 | 186.61
Gris                                | 4x7        | 3760388677092  |  276.99 | 276.99 | 236.74 | 234.74 | 232.76 | 230.83 | 228.92 | 227.04 | 225.20 | 223.38 | 221.59 | 220.71 | 218.10
Gris                                | 4x8        | 3760388677085  |  316.99 | 316.99 | 270.93 | 268.64 | 266.38 | 264.16 | 261.98 | 259.83 | 257.72 | 255.64 | 253.59 | 252.58 | 249.60
Gris                                | 4x9        | 3760388677078  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Gris                                | 4x10       | 3760388677221  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Gris                                | 5x5        | 3760388677054  |  246.99 | 246.99 | 211.10 | 209.31 | 207.55 | 205.83 | 204.12 | 202.45 | 200.80 | 199.19 | 197.59 | 196.80 | 194.48
Gris                                | 5x6        | 3760388677030  |  293.99 | 293.99 | 251.27 | 249.14 | 247.05 | 244.99 | 242.97 | 240.98 | 239.02 | 237.09 | 235.19 | 234.25 | 231.49
Gris                                | 5x7        | 3760388677023  |  344.99 | 344.99 | 294.86 | 292.36 | 289.91 | 287.49 | 285.12 | 282.78 | 280.48 | 278.22 | 275.99 | 274.89 | 271.65
Gris                                | 5x8        | 3760388677016  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Gris                                | 5x9        | 3760388677009  |  442.99 | 442.99 | 378.62 | 375.42 | 372.26 | 369.16 | 366.11 | 363.11 | 360.15 | 357.25 | 354.39 | 352.98 | 348.81
Gris                                | 5x10       | 3760388677061  |  489.99 | 489.99 | 418.79 | 415.25 | 411.76 | 408.33 | 404.95 | 401.63 | 398.37 | 395.15 | 391.99 | 390.43 | 385.82
Gris                                | 6x6        | 3760388676996  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Gris                                | 6x7        | 3760388678846  |  412.99 | 412.99 | 352.98 | 349.99 | 347.05 | 344.16 | 341.31 | 338.52 | 335.76 | 333.06 | 330.39 | 329.08 | 325.19
Gris                                | 6x8        | 3760388678839  |  469.99 | 469.99 | 401.70 | 398.30 | 394.95 | 391.66 | 388.42 | 385.24 | 382.11 | 379.02 | 375.99 | 374.49 | 370.07
Gris                                | 6x9        | 3760388678822  |  529.99 | 529.99 | 452.98 | 449.14 | 445.37 | 441.66 | 438.01 | 434.42 | 430.89 | 427.41 | 423.99 | 422.30 | 417.31
Gris                                | 6x10       | 3760388678815  |  585.99 | 585.99 | 500.85 | 496.60 | 492.43 | 488.33 | 484.29 | 480.32 | 476.41 | 472.57 | 468.79 | 466.92 | 461.41
Gris                                | 7x7        | 3760388678808  |  478.99 | 478.99 | 409.39 | 405.92 | 402.51 | 399.16 | 395.86 | 392.61 | 389.42 | 386.28 | 383.19 | 381.67 | 377.16
Gris                                | 7x8        | 3760388678792  |  549.99 | 549.99 | 470.08 | 466.09 | 462.18 | 458.33 | 454.54 | 450.81 | 447.15 | 443.54 | 439.99 | 438.24 | 433.06
Gris                                | 7x9        | 3760388678785  |  619.99 | 619.99 | 529.91 | 525.42 | 521.00 | 516.66 | 512.39 | 508.19 | 504.06 | 499.99 | 495.99 | 494.02 | 488.18
Gris                                | 7x10       | 3760388678778  |  683.99 | 683.99 | 584.61 | 579.65 | 574.78 | 569.99 | 565.28 | 560.65 | 556.09 | 551.60 | 547.19 | 545.01 | 538.57
Gris                                | 8x8        | 3760388678761  |  624.99 | 624.99 | 534.18 | 529.65 | 525.20 | 520.83 | 516.52 | 512.29 | 508.12 | 504.02 | 499.99 | 498.00 | 492.12
Gris                                | 8x9        | 3760388678754  |  703.99 | 703.99 | 601.70 | 596.60 | 591.59 | 586.66 | 581.81 | 577.04 | 572.35 | 567.73 | 563.19 | 560.95 | 554.32
Gris                                | 8x10       | 3760388678747  |  781.99 | 781.99 | 668.37 | 662.70 | 657.13 | 651.66 | 646.27 | 640.98 | 635.76 | 630.64 | 625.59 | 623.10 | 615.74
Gris                                | 9x9        | 3760388678730  |  789.99 | 789.99 | 675.21 | 669.48 | 663.86 | 658.33 | 652.88 | 647.53 | 642.27 | 637.09 | 631.99 | 629.47 | 622.04
Gris                                | 9x10       | 3760388678723  |  878.99 | 878.99 | 751.27 | 744.91 | 738.65 | 732.49 | 726.44 | 720.48 | 714.63 | 708.86 | 703.19 | 700.39 | 692.12
Gris                                | 10x10      | 3760388677337  |  969.99 | 969.99 | 829.05 | 822.03 | 815.12 | 808.33 | 801.64 | 795.07 | 788.61 | 782.25 | 775.99 | 772.90 | 763.77

═══ CAMOUFLAGENET — ZWART (rechthoekig) ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Noir                                | 2x2        | 3760388670833  |   49.99 |  49.99 |  42.73 |  42.36 |  42.01 |  41.66 |  41.31 |  40.98 |  40.64 |  40.31 |  39.99 |  39.83 |  39.36
Noir                                | 2x3        | 3760388670796  |   59.99 |  59.99 |  51.27 |  50.84 |  50.41 |  49.99 |  49.58 |  49.17 |  48.77 |  48.38 |  47.99 |  47.80 |  47.24
Noir                                | 2x4        | 3760388670772  |   79.99 |  79.99 |  68.37 |  67.79 |  67.22 |  66.66 |  66.11 |  65.57 |  65.03 |  64.51 |  63.99 |  63.74 |  62.98
Noir                                | 2x5        | 3760388670758  |   98.99 |  98.99 |  84.61 |  83.89 |  83.18 |  82.49 |  81.81 |  81.14 |  80.48 |  79.83 |  79.19 |  78.88 |  77.94
Noir                                | 2x6        | 3760388670734  |  117.99 | 117.99 | 100.85 |  99.99 |  99.15 |  98.33 |  97.51 |  96.71 |  95.93 |  95.15 |  94.39 |  94.02 |  92.91
Noir                                | 2x7        | 3760388670710  |  137.99 | 137.99 | 117.94 | 116.94 | 115.96 | 114.99 | 114.04 | 113.11 | 112.19 | 111.28 | 110.39 | 109.95 | 108.65
Noir                                | 2x8        | 3760388670697  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
Noir                                | 2x9        | 3760388678570  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Noir                                | 2x10       | 3760388670857  |  196.99 | 196.99 | 168.37 | 166.94 | 165.54 | 164.16 | 162.80 | 161.47 | 160.15 | 158.86 | 157.59 | 156.96 | 155.11
Noir                                | 3x3        | 3760388670642  |   88.99 |  88.99 |  76.06 |  75.42 |  74.78 |  74.16 |  73.55 |  72.94 |  72.35 |  71.77 |  71.19 |  70.91 |  70.07
Noir                                | 3x4        | 3760388670604  |  118.99 | 118.99 | 101.70 | 100.84 |  99.99 |  99.16 |  98.34 |  97.53 |  96.74 |  95.96 |  95.19 |  94.81 |  93.69
Noir                                | 3x5        | 3760388670567  |  146.99 | 146.99 | 125.63 | 124.57 | 123.52 | 122.49 | 121.48 | 120.48 | 119.50 | 118.54 | 117.59 | 117.12 | 115.74
Noir                                | 3x6        | 3760388670543  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Noir                                | 3x7        | 3760388670529  |  205.99 | 205.99 | 176.06 | 174.57 | 173.10 | 171.66 | 170.24 | 168.84 | 167.47 | 166.12 | 164.79 | 164.14 | 162.20
Noir                                | 3x8        | 3760388670505  |  235.99 | 235.99 | 201.70 | 199.99 | 198.31 | 196.66 | 195.03 | 193.43 | 191.86 | 190.31 | 188.79 | 188.04 | 185.82
Noir                                | 3x9        | 3760388670482  |  264.99 | 264.99 | 226.49 | 224.57 | 222.68 | 220.83 | 219.00 | 217.20 | 215.44 | 213.70 | 211.99 | 211.15 | 208.65
Noir                                | 3x10       | 3760388670673  |  294.99 | 294.99 | 252.13 | 249.99 | 247.89 | 245.83 | 243.79 | 241.80 | 239.83 | 237.90 | 235.99 | 235.05 | 232.28
Noir                                | 4x4        | 3760388670451  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
Noir                                | 4x5        | 3760388670437  |  195.99 | 195.99 | 167.51 | 166.09 | 164.70 | 163.33 | 161.98 | 160.65 | 159.34 | 158.06 | 156.79 | 156.17 | 154.32
Noir                                | 4x6        | 3760388670413  |  236.99 | 236.99 | 202.56 | 200.84 | 199.15 | 197.49 | 195.86 | 194.25 | 192.67 | 191.12 | 189.59 | 188.84 | 186.61
Noir                                | 4x7        | 3760388670390  |  276.99 | 276.99 | 236.74 | 234.74 | 232.76 | 230.83 | 228.92 | 227.04 | 225.20 | 223.38 | 221.59 | 220.71 | 218.10
Noir                                | 4x8        | 3760388670376  |  316.99 | 316.99 | 270.93 | 268.64 | 266.38 | 264.16 | 261.98 | 259.83 | 257.72 | 255.64 | 253.59 | 252.58 | 249.60
Noir                                | 4x9        | 3760388670352  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Noir                                | 4x10       | 3760388670666  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Noir                                | 5x5        | 3760388670314  |  246.99 | 246.99 | 211.10 | 209.31 | 207.55 | 205.83 | 204.12 | 202.45 | 200.80 | 199.19 | 197.59 | 196.80 | 194.48
Noir                                | 5x6        | 3760388670277  |  293.99 | 293.99 | 251.27 | 249.14 | 247.05 | 244.99 | 242.97 | 240.98 | 239.02 | 237.09 | 235.19 | 234.25 | 231.49
Noir                                | 5x7        | 3760388670253  |  344.99 | 344.99 | 294.86 | 292.36 | 289.91 | 287.49 | 285.12 | 282.78 | 280.48 | 278.22 | 275.99 | 274.89 | 271.65
Noir                                | 5x8        | 3760388670239  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Noir                                | 5x9        | 3760388670215  |  442.99 | 442.99 | 378.62 | 375.42 | 372.26 | 369.16 | 366.11 | 363.11 | 360.15 | 357.25 | 354.39 | 352.98 | 348.81
Noir                                | 5x10       | 3760388670338  |  489.99 | 489.99 | 418.79 | 415.25 | 411.76 | 408.33 | 404.95 | 401.63 | 398.37 | 395.15 | 391.99 | 390.43 | 385.82
Noir                                | 6x6        | 3760388670192  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Noir                                | 6x7        | 3760388678013  |  412.99 | 412.99 | 352.98 | 349.99 | 347.05 | 344.16 | 341.31 | 338.52 | 335.76 | 333.06 | 330.39 | 329.08 | 325.19
Noir                                | 6x8        | 3760388678563  |  469.99 | 469.99 | 401.70 | 398.30 | 394.95 | 391.66 | 388.42 | 385.24 | 382.11 | 379.02 | 375.99 | 374.49 | 370.07
Noir                                | 6x9        | 3760388678556  |  529.99 | 529.99 | 452.98 | 449.14 | 445.37 | 441.66 | 438.01 | 434.42 | 430.89 | 427.41 | 423.99 | 422.30 | 417.31
Noir                                | 6x10       | 3760388678549  |  585.99 | 585.99 | 500.85 | 496.60 | 492.43 | 488.33 | 484.29 | 480.32 | 476.41 | 472.57 | 468.79 | 466.92 | 461.41
Noir                                | 7x7        | 3760388678532  |  478.99 | 478.99 | 409.39 | 405.92 | 402.51 | 399.16 | 395.86 | 392.61 | 389.42 | 386.28 | 383.19 | 381.67 | 377.16
Noir                                | 7x8        | 3760388678525  |  549.99 | 549.99 | 470.08 | 466.09 | 462.18 | 458.33 | 454.54 | 450.81 | 447.15 | 443.54 | 439.99 | 438.24 | 433.06
Noir                                | 7x9        | 3760388678518  |  619.99 | 619.99 | 529.91 | 525.42 | 521.00 | 516.66 | 512.39 | 508.19 | 504.06 | 499.99 | 495.99 | 494.02 | 488.18
Noir                                | 7x10       | 3760388678501  |  683.99 | 683.99 | 584.61 | 579.65 | 574.78 | 569.99 | 565.28 | 560.65 | 556.09 | 551.60 | 547.19 | 545.01 | 538.57
Noir                                | 8x8        | 3760388678495  |  624.99 | 624.99 | 534.18 | 529.65 | 525.20 | 520.83 | 516.52 | 512.29 | 508.12 | 504.02 | 499.99 | 498.00 | 492.12
Noir                                | 8x9        | 3760388678488  |  703.99 | 703.99 | 601.70 | 596.60 | 591.59 | 586.66 | 581.81 | 577.04 | 572.35 | 567.73 | 563.19 | 560.95 | 554.32
Noir                                | 8x10       | 3760388678471  |  781.99 | 781.99 | 668.37 | 662.70 | 657.13 | 651.66 | 646.27 | 640.98 | 635.76 | 630.64 | 625.59 | 623.10 | 615.74
Noir                                | 9x9        | 3760388678464  |  789.99 | 789.99 | 675.21 | 669.48 | 663.86 | 658.33 | 652.88 | 647.53 | 642.27 | 637.09 | 631.99 | 629.47 | 622.04
Noir                                | 9x10       | 3760388678457  |  878.99 | 878.99 | 751.27 | 744.91 | 738.65 | 732.49 | 726.44 | 720.48 | 714.63 | 708.86 | 703.19 | 700.39 | 692.12
Noir                                | 10x10      | 3760388670871  |  969.99 | 969.99 | 829.05 | 822.03 | 815.12 | 808.33 | 801.64 | 795.07 | 788.61 | 782.25 | 775.99 | 772.90 | 763.77

═══ CAMOUFLAGENET — WIT (rechthoekig) ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Blanc                               | 2x2        | 3770030527293  |   49.99 |  49.99 |  42.73 |  42.36 |  42.01 |  41.66 |  41.31 |  40.98 |  40.64 |  40.31 |  39.99 |  39.83 |  39.36
Blanc                               | 2x3        | 3770030527309  |   59.99 |  59.99 |  51.27 |  50.84 |  50.41 |  49.99 |  49.58 |  49.17 |  48.77 |  48.38 |  47.99 |  47.80 |  47.24
Blanc                               | 2x4        | 3770030527316  |   79.99 |  79.99 |  68.37 |  67.79 |  67.22 |  66.66 |  66.11 |  65.57 |  65.03 |  64.51 |  63.99 |  63.74 |  62.98
Blanc                               | 2x5        | 3770030527323  |   98.99 |  98.99 |  84.61 |  83.89 |  83.18 |  82.49 |  81.81 |  81.14 |  80.48 |  79.83 |  79.19 |  78.88 |  77.94
Blanc                               | 2x6        | 3770030527330  |  117.99 | 117.99 | 100.85 |  99.99 |  99.15 |  98.33 |  97.51 |  96.71 |  95.93 |  95.15 |  94.39 |  94.02 |  92.91
Blanc                               | 2x7        | 3770030527347  |  137.99 | 137.99 | 117.94 | 116.94 | 115.96 | 114.99 | 114.04 | 113.11 | 112.19 | 111.28 | 110.39 | 109.95 | 108.65
Blanc                               | 2x8        | 3770030527859  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
Blanc                               | 2x9        | 3770030527842  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Blanc                               | 2x10       | 3770030527835  |  196.99 | 196.99 | 168.37 | 166.94 | 165.54 | 164.16 | 162.80 | 161.47 | 160.15 | 158.86 | 157.59 | 156.96 | 155.11
Blanc                               | 3x3        | 3770030527354  |   88.99 |  88.99 |  76.06 |  75.42 |  74.78 |  74.16 |  73.55 |  72.94 |  72.35 |  71.77 |  71.19 |  70.91 |  70.07
Blanc                               | 3x4        | 3770030527361  |  118.99 | 118.99 | 101.70 | 100.84 |  99.99 |  99.16 |  98.34 |  97.53 |  96.74 |  95.96 |  95.19 |  94.81 |  93.69
Blanc                               | 3x5        | 3770030527378  |  146.99 | 146.99 | 125.63 | 124.57 | 123.52 | 122.49 | 121.48 | 120.48 | 119.50 | 118.54 | 117.59 | 117.12 | 115.74
Blanc                               | 3x6        | 3770030527385  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Blanc                               | 3x7        | 3770030527392  |  205.99 | 205.99 | 176.06 | 174.57 | 173.10 | 171.66 | 170.24 | 168.84 | 167.47 | 166.12 | 164.79 | 164.14 | 162.20
Blanc                               | 3x8        | 3770030527408  |  235.99 | 235.99 | 201.70 | 199.99 | 198.31 | 196.66 | 195.03 | 193.43 | 191.86 | 190.31 | 188.79 | 188.04 | 185.82
Blanc                               | 3x9        | 3770030527828  |  264.99 | 264.99 | 226.49 | 224.57 | 222.68 | 220.83 | 219.00 | 217.20 | 215.44 | 213.70 | 211.99 | 211.15 | 208.65
Blanc                               | 3x10       | 3770030527811  |  294.99 | 294.99 | 252.13 | 249.99 | 247.89 | 245.83 | 243.79 | 241.80 | 239.83 | 237.90 | 235.99 | 235.05 | 232.28
Blanc                               | 4x4        | 3770030527415  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
Blanc                               | 4x5        | 3770030527422  |  195.99 | 195.99 | 167.51 | 166.09 | 164.70 | 163.33 | 161.98 | 160.65 | 159.34 | 158.06 | 156.79 | 156.17 | 154.32
Blanc                               | 4x6        | 3770030527439  |  236.99 | 236.99 | 202.56 | 200.84 | 199.15 | 197.49 | 195.86 | 194.25 | 192.67 | 191.12 | 189.59 | 188.84 | 186.61
Blanc                               | 4x7        | 3770030527446  |  276.99 | 276.99 | 236.74 | 234.74 | 232.76 | 230.83 | 228.92 | 227.04 | 225.20 | 223.38 | 221.59 | 220.71 | 218.10
Blanc                               | 4x8        | 3770030527453  |  316.99 | 316.99 | 270.93 | 268.64 | 266.38 | 264.16 | 261.98 | 259.83 | 257.72 | 255.64 | 253.59 | 252.58 | 249.60
Blanc                               | 4x9        | 3770030527804  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Blanc                               | 4x10       | 3770030527460  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Blanc                               | 5x5        | 3770030527477  |  246.99 | 246.99 | 211.10 | 209.31 | 207.55 | 205.83 | 204.12 | 202.45 | 200.80 | 199.19 | 197.59 | 196.80 | 194.48
Blanc                               | 5x6        | 3770030527484  |  293.99 | 293.99 | 251.27 | 249.14 | 247.05 | 244.99 | 242.97 | 240.98 | 239.02 | 237.09 | 235.19 | 234.25 | 231.49
Blanc                               | 5x7        | 3770030527491  |  344.99 | 344.99 | 294.86 | 292.36 | 289.91 | 287.49 | 285.12 | 282.78 | 280.48 | 278.22 | 275.99 | 274.89 | 271.65
Blanc                               | 5x8        | 3770030527507  |  391.99 | 391.99 | 335.03 | 332.19 | 329.40 | 326.66 | 323.96 | 321.30 | 318.69 | 316.12 | 313.59 | 312.34 | 308.65
Blanc                               | 5x9        | 3770030527798  |  442.99 | 442.99 | 378.62 | 375.42 | 372.26 | 369.16 | 366.11 | 363.11 | 360.15 | 357.25 | 354.39 | 352.98 | 348.81
Blanc                               | 5x10       | 3770030527781  |  489.99 | 489.99 | 418.79 | 415.25 | 411.76 | 408.33 | 404.95 | 401.63 | 398.37 | 395.15 | 391.99 | 390.43 | 385.82
Blanc                               | 6x6        | 3770030527774  |  354.99 | 354.99 | 303.41 | 300.84 | 298.31 | 295.83 | 293.38 | 290.98 | 288.61 | 286.28 | 283.99 | 282.86 | 279.52
Blanc                               | 6x7        | 3770030527514  |  412.99 | 412.99 | 352.98 | 349.99 | 347.05 | 344.16 | 341.31 | 338.52 | 335.76 | 333.06 | 330.39 | 329.08 | 325.19
Blanc                               | 6x8        | 3770030527767  |  469.99 | 469.99 | 401.70 | 398.30 | 394.95 | 391.66 | 388.42 | 385.24 | 382.11 | 379.02 | 375.99 | 374.49 | 370.07
Blanc                               | 6x9        | 3760388677788  |  529.99 | 529.99 | 452.98 | 449.14 | 445.37 | 441.66 | 438.01 | 434.42 | 430.89 | 427.41 | 423.99 | 422.30 | 417.31
Blanc                               | 6x10       | 3770030527750  |  585.99 | 585.99 | 500.85 | 496.60 | 492.43 | 488.33 | 484.29 | 480.32 | 476.41 | 472.57 | 468.79 | 466.92 | 461.41
Blanc                               | 7x7        | 3760388677771  |  478.99 | 478.99 | 409.39 | 405.92 | 402.51 | 399.16 | 395.86 | 392.61 | 389.42 | 386.28 | 383.19 | 381.67 | 377.16
Blanc                               | 7x8        | 3760388677764  |  549.99 | 549.99 | 470.08 | 466.09 | 462.18 | 458.33 | 454.54 | 450.81 | 447.15 | 443.54 | 439.99 | 438.24 | 433.06
Blanc                               | 7x9        | 3760388677757  |  619.99 | 619.99 | 529.91 | 525.42 | 521.00 | 516.66 | 512.39 | 508.19 | 504.06 | 499.99 | 495.99 | 494.02 | 488.18
Blanc                               | 7x10       | 3760388677740  |  683.99 | 683.99 | 584.61 | 579.65 | 574.78 | 569.99 | 565.28 | 560.65 | 556.09 | 551.60 | 547.19 | 545.01 | 538.57
Blanc                               | 8x8        | 3760388677733  |  624.99 | 624.99 | 534.18 | 529.65 | 525.20 | 520.83 | 516.52 | 512.29 | 508.12 | 504.02 | 499.99 | 498.00 | 492.12
Blanc                               | 8x9        | 3760388677726  |  703.99 | 703.99 | 601.70 | 596.60 | 591.59 | 586.66 | 581.81 | 577.04 | 572.35 | 567.73 | 563.19 | 560.95 | 554.32
Blanc                               | 8x10       | 3760388677719  |  781.99 | 781.99 | 668.37 | 662.70 | 657.13 | 651.66 | 646.27 | 640.98 | 635.76 | 630.64 | 625.59 | 623.10 | 615.74
Blanc                               | 9x9        | 3760388677702  |  789.99 | 789.99 | 675.21 | 669.48 | 663.86 | 658.33 | 652.88 | 647.53 | 642.27 | 637.09 | 631.99 | 629.47 | 622.04
Blanc                               | 9x10       | 3760388677696  |  878.99 | 878.99 | 751.27 | 744.91 | 738.65 | 732.49 | 726.44 | 720.48 | 714.63 | 708.86 | 703.19 | 700.39 | 692.12
Blanc                               | 10x10      | 3770030527743  |  969.99 | 969.99 | 829.05 | 822.03 | 815.12 | 808.33 | 801.64 | 795.07 | 788.61 | 782.25 | 775.99 | 772.90 | 763.77

═══ CAMOUFLAGENET — BLAUW (rechthoekig) ═══

Produit / Couleur                   | Taille     | SKU            |     TTC | 0% | 17% | 18% | 19% | 20% | 21% | 22% | 23% | 24% | 25% | 25,5% | 27%
----------------------------------------------------------------------------------------------------------------------------------------------------
Bleu                                | 2x2        | 3760388677665  |   49.99 |  49.99 |  42.73 |  42.36 |  42.01 |  41.66 |  41.31 |  40.98 |  40.64 |  40.31 |  39.99 |  39.83 |  39.36
Bleu                                | 2x3        | 3760388677641  |   59.99 |  59.99 |  51.27 |  50.84 |  50.41 |  49.99 |  49.58 |  49.17 |  48.77 |  48.38 |  47.99 |  47.80 |  47.24
Bleu                                | 2x4        | 3760388677634  |   79.99 |  79.99 |  68.37 |  67.79 |  67.22 |  66.66 |  66.11 |  65.57 |  65.03 |  64.51 |  63.99 |  63.74 |  62.98
Bleu                                | 2x5        | 3760388677627  |   98.99 |  98.99 |  84.61 |  83.89 |  83.18 |  82.49 |  81.81 |  81.14 |  80.48 |  79.83 |  79.19 |  78.88 |  77.94
Bleu                                | 2x6        | 3760388677610  |  117.99 | 117.99 | 100.85 |  99.99 |  99.15 |  98.33 |  97.51 |  96.71 |  95.93 |  95.15 |  94.39 |  94.02 |  92.91
Bleu                                | 2x7        | 3760388677603  |  137.99 | 137.99 | 117.94 | 116.94 | 115.96 | 114.99 | 114.04 | 113.11 | 112.19 | 111.28 | 110.39 | 109.95 | 108.65
Bleu                                | 2x8        | 3760388677597  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
Bleu                                | 2x9        | 3760388678716  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Bleu                                | 2x10       | 3760388677672  |  196.99 | 196.99 | 168.37 | 166.94 | 165.54 | 164.16 | 162.80 | 161.47 | 160.15 | 158.86 | 157.59 | 156.96 | 155.11
Bleu                                | 3x3        | 3760388677566  |   88.99 |  88.99 |  76.06 |  75.42 |  74.78 |  74.16 |  73.55 |  72.94 |  72.35 |  71.77 |  71.19 |  70.91 |  70.07
Bleu                                | 3x4        | 3760388677542  |  118.99 | 118.99 | 101.70 | 100.84 |  99.99 |  99.16 |  98.34 |  97.53 |  96.74 |  95.96 |  95.19 |  94.81 |  93.69
Bleu                                | 3x5        | 3760388677528  |  146.99 | 146.99 | 125.63 | 124.57 | 123.52 | 122.49 | 121.48 | 120.48 | 119.50 | 118.54 | 117.59 | 117.12 | 115.74
Bleu                                | 3x6        | 3760388677511  |  176.99 | 176.99 | 151.27 | 149.99 | 148.73 | 147.49 | 146.27 | 145.07 | 143.89 | 142.73 | 141.59 | 141.03 | 139.36
Bleu                                | 3x7        | 3760388677504  |  205.99 | 205.99 | 176.06 | 174.57 | 173.10 | 171.66 | 170.24 | 168.84 | 167.47 | 166.12 | 164.79 | 164.14 | 162.20
Bleu                                | 3x8        | 3760388677498  |  235.99 | 235.99 | 201.70 | 199.99 | 198.31 | 196.66 | 195.03 | 193.43 | 191.86 | 190.31 | 188.79 | 188.04 | 185.82
Bleu                                | 3x9        | 3760388677481  |  264.99 | 264.99 | 226.49 | 224.57 | 222.68 | 220.83 | 219.00 | 217.20 | 215.44 | 213.70 | 211.99 | 211.15 | 208.65
Bleu                                | 3x10       | 3760388677580  |  294.99 | 294.99 | 252.13 | 249.99 | 247.89 | 245.83 | 243.79 | 241.80 | 239.83 | 237.90 | 235.99 | 235.05 | 232.28
Bleu                                | 4x4        | 3760388677474  |  156.99 | 156.99 | 134.18 | 133.04 | 131.92 | 130.83 | 129.74 | 128.68 | 127.63 | 126.60 | 125.59 | 125.09 | 123.61
